Date,Day_LST_mean,Night_LST_mean,LST_mean
2000-03-01,25.903152363651415,,
2000-03-02,24.724016502292525,17.024033011016048,21.03372301529266
2000-03-03,30.57681418879177,,
2000-03-04,27.604164961071618,17.554671750268106,23.143235812477997
2000-03-05,28.30157894736844,,
2000-03-06,27.375387700430043,18.303732330223173,21.877196369550422
2000-03-07,27.571134751773087,,
2000-03-08,27.14868975758032,15.085655688978743,
2000-03-09,,,
2000-03-10,27.098743673221406,,
2000-03-11,,,
2000-03-12,,,
2000-03-13,24.04810925676377,,
2000-03-14,,19.442655497477826,
2000-03-15,24.054602167285267,,
2000-03-16,23.656456997393505,,
2000-03-17,29.422318617511216,21.114406986070392,25.295192238213556
2000-03-18,,16.121306779522218,
2000-03-19,27.31559637757415,18.95361392679426,23.111539546973663
2000-03-20,25.43915921206298,16.63989872639193,21.630430252261664
2000-03-21,26.87294727387592,12.592563323201647,
2000-03-22,27.320209103265405,21.8473617021277,25.499489051094923
2000-03-23,23.20589743589751,15.674914862688153,20.583333333333375
2000-03-24,25.4431164629763,,
2000-03-25,,,
2000-03-26,26.760032198208798,19.324346698910375,23.11998714423299
2000-03-27,23.66912665873897,18.629849752612394,21.63126962623567
2000-03-28,26.928152690891775,19.58409224262515,23.486117618754083
2000-03-29,25.823064240424838,20.20687671220969,23.25197088524199
2000-03-30,25.989055817774357,16.730632010943925,21.641293754289656
2000-03-31,27.824509782912173,20.736577849350454,24.46832060340477
2000-04-01,26.34177670763104,,
2000-04-02,28.14378469965391,20.911109250062232,24.69302510659792
2000-04-03,25.918822679266334,18.954044891104278,22.561254601359884
2000-04-04,28.92558939111623,18.694873100354457,23.729404902731996
2000-04-05,27.27998083850062,17.24727633920268,22.08090131763388
2000-04-06,23.54714285714288,18.207858761877308,21.15337662337665
2000-04-07,24.00911111111114,14.677073608617619,
2000-04-08,22.223269230769276,9.98334865384041,19.00000000000003
2000-04-09,28.723296559113944,12.84944444444448,
2000-04-10,,,
2000-04-11,25.641241830065383,18.03270830594523,21.155384615384644
2000-04-12,24.83367113635413,,
2000-04-13,26.19314978195667,,
2000-04-14,22.588313671061776,16.97670271039343,
2000-04-15,21.531595744680878,15.129107053526731,
2000-04-16,25.017647404737122,19.236049882894484,22.46133852593064
2000-04-17,21.4961252900232,,
2000-04-18,26.250011158558852,19.62080630308536,23.299695716884433
2000-04-19,22.92111074079233,18.1802343308506,20.761780984462103
2000-04-20,26.746286399927328,19.189814959875317,23.062759148550718
2000-04-21,26.166039250729963,18.996146305476007,22.69739037624554
2000-04-22,26.656704703251794,18.617459105713255,22.826429009277277
2000-04-23,27.48604454946816,18.285179726622378,23.115465801163854
2000-04-24,26.314608740415455,17.434347162674865,22.170824902982538
2000-04-25,28.931961208201624,,
2000-04-28,,15.552501177511061,
2000-04-29,25.210797494978806,13.389196179967216,20.43204645156393
2000-04-30,24.11173990295909,13.232630669909188,17.268759894459137
2000-05-01,22.10738342900302,13.997249187472697,19.30135115939006
2000-05-02,27.039562738376983,16.806163698178388,22.004763178926506
2000-05-03,24.608167791797047,,
2000-05-04,27.149389194880303,18.835728236924,23.059686555616064
2000-05-05,25.808357571424175,18.16696747087152,22.68793978079465
2000-05-06,27.960969051370594,18.23427305363372,23.191548034414893
2000-05-07,26.70709281748756,16.751372974778725,20.907994414826135
2000-05-08,23.453052503052497,16.105722478454037,21.133513513513535
2000-05-09,21.524666666666683,15.660739255145904,19.18600000000003
2000-05-10,,14.846353394565003,
2000-05-11,22.567067547878956,17.257328205687415,20.531560537034295
2000-05-12,,11.541306560669733,
2000-05-13,21.850406574168474,12.658448288860562,17.588418813997993
